parameterCategory  parameterNumber    typeOfLevel        level              stepType           name               shortName          parameterName      parameterUnits     paramId            
2                  2                  isobaricInhPa      925                instant            U component of wind  u                  u-component of wind  m/s                131               
2                  2                  isobaricInhPa      950                instant            U component of wind  u                  u-component of wind  m/s                131               
2                  2                  isobaricInhPa      1000               instant            U component of wind  u                  u-component of wind  m/s                131               
2                  2                  potentialVorticity  700                instant            U component of wind  u                  u-component of wind  m/s                131               
2                  2                  potentialVorticity  1500               instant            U component of wind  u                  u-component of wind  m/s                131               
2                  3                  heightAboveGround  10                 instant            10 metre V wind component  10v                v-component of wind  m/s                166               
2                  3                  heightAboveGround  20                 instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  50                 instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  100                instant            100 metre V wind component  100v               v-component of wind  m/s                228247            
2                  3                  heightAboveGround  250                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  500                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  750                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  1000               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  1250               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  1500               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  2000               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  2500               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  heightAboveGround  3000               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      100                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      150                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      175                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      200                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      225                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      250                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      275                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      300                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      350                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      400                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      500                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      600                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      700                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      800                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      850                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      900                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      925                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      950                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  isobaricInhPa      1000               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  potentialVorticity  700                instant            V component of wind  v                  v-component of wind  m/s                132               
2                  3                  potentialVorticity  1500               instant            V component of wind  v                  v-component of wind  m/s                132               
2                  8                  isobaricInhPa      100                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      150                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      175                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      200                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      225                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      250                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      275                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      300                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      350                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      400                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      500                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      600                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      700                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      800                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      850                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      900                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      925                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      950                instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  8                  isobaricInhPa      1000               instant            Vertical velocity  w                  Vertical velocity (pressure)  Pa/s               135               
2                  9                  isobaricInhPa      100                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      150                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      175                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      200                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      225                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      250                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      275                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      300                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      350                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      400                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      500                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      600                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      700                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      800                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      850                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      900                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      925                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      950                instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  9                  isobaricInhPa      1000               instant            Geometric vertical velocity  wz                 Vertical velocity (geometric)  m/s                260238            
2                  10                 isobaricInhPa      300                instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  10                 isobaricInhPa      500                instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  10                 isobaricInhPa      600                instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  10                 isobaricInhPa      700                instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  10                 isobaricInhPa      850                instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  10                 potentialVorticity  700                instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  10                 potentialVorticity  1500               instant            Absolute vorticity  absv               Absolute vorticity  /s                 3041              
2                  13                 isobaricInhPa      200                instant            Divergence         d                  Relative divergence  /s                 155               
2                  13                 isobaricInhPa      300                instant            Divergence         d                  Relative divergence  /s                 155               
2                  13                 isobaricInhPa      700                instant            Divergence         d                  Relative divergence  /s                 155               
2                  13                 isobaricInhPa      925                instant            Divergence         d                  Relative divergence  /s                 155               
2                  13                 isobaricInhPa      950                instant            Divergence         d                  Relative divergence  /s                 155               
2                  14                 isobaricInhPa      100                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      150                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      175                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      200                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      225                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      250                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      275                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      300                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      350                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      400                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      500                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      600                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      700                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      800                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      850                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      900                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      925                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      950                instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  14                 isobaricInhPa      1000               instant            Potential vorticity  pv                 Potential vorticity  K m2 kg-1 s-1      60                
2                  23                 heightAboveGround  10                 max                u-component of wind (gust)  ugust              u-component of wind (gust)  m/s                260066            
2                  24                 heightAboveGround  10                 max                v-component of wind (gust)  vgust              v-component of wind (gust)  m/s                260067            
2                  37                 surface            0                  accum              Northward turbulent surface stress  nsss               Northward turbulent surface stress  N m-2 s            181               
2                  38                 surface            0                  accum              Eastward turbulent surface stress  ewss               Eastward turbulent surface stress  N m-2 s            180               
3                  0                  heightAboveGround  20                 instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  50                 instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  100                instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  250                instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  500                instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  750                instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  1000               instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  1250               instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  1500               instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  2000               instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  2500               instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  heightAboveGround  3000               instant            Pressure           pres               Pressure           Pa                 54                
3                  0                  surface            0                  instant            Surface pressure   sp                 Pressure           Pa                 134               
3                  0                  unknown            18                 instant            Pressure           pres               Pressure           Pa                 54                
3                  1                  meanSea            0                  instant            Pressure reduced to MSL  prmsl              Pressure reduced to MSL  Pa                 260074            
3                  4                  isobaricInhPa      100                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      150                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      175                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      200                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      225                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      250                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      275                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      300                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      350                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      400                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      500                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      600                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      700                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      800                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      850                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      900                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      925                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      950                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  isobaricInhPa      1000               instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  potentialVorticity  700                instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  4                  potentialVorticity  1500               instant            Geopotential       z                  Geopotential       m2 s-2             129               
3                  6                  unknown            263                instant            Geometrical height  h                  Geometric height   m                  3008              
3                  6                  unknown            273                instant            Geometrical height  h                  Geometric height   m                  3008              
3                  6                  unknown            273                instant            Geometrical height  h                  Geometric height   m                  3008              
3                  18                 surface            0                  instant            Planetary boundary layer height  hpbl               Planetary boundary layer height  m                  260083            
4                  7                  surface            0                  accum              Surface solar radiation downwards  ssrd               Downward short-wave radiation flux  W m-2              169               
4                  9                  nominalTop         0                  accum              Net short wave radiation flux  nswrf              Net short wave radiation flux  W m-2              260089            
4                  9                  surface            0                  accum              Surface net solar radiation  ssr                Net short wave radiation flux  W m-2              176               
4                  11                 surface            0                  accum              Surface net solar radiation, clear sky  ssrc               Net short-wave radiation flux, clear sky  W m-2              210               
4                  198                surface            0                  accum              unknown            unknown            198                198                0                 
5                  3                  surface            0                  accum              Surface thermal radiation downwards  strd               Downward long-wave radiation flux  W m-2              175               
5                  5                  nominalTop         0                  accum              Top net thermal radiation  ttr                Net long-wave radiation flux  W m-2              179               
5                  5                  surface            0                  accum              Surface net thermal radiation  str                Net long-wave radiation flux  W m-2              177               
5                  6                  surface            0                  accum              Surface net thermal radiation, clear sky  strc               Net long-wave radiation flux, clear sky  W m-2              211               
5                  7                  surface            0                  instant            unknown            unknown            Brightness temperature  K                  0                 
5                  7                  surface            0                  instant            unknown            unknown            Brightness temperature  K                  0                 
6                  1                  surface            0                  instant            unknown            unknown            Total cloud cover  %                  0                 
6                  2                  surface            0                  instant            unknown            unknown            Convective cloud cover  %                  0                 
6                  3                  surface            0                  instant            Low cloud cover    lcc                Low cloud cover    %                  3073              
6                  4                  surface            0                  instant            Medium cloud cover  mcc                Medium cloud cover  %                  3074              
6                  5                  surface            0                  instant            High cloud cover   hcc                High cloud cover   %                  3075              
6                  32                 heightAboveGround  20                 instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  50                 instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  100                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  250                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  500                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  750                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  1000               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  1250               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  1500               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  2000               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  2500               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 heightAboveGround  3000               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      100                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      150                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      175                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      200                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      225                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      250                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      275                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      300                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      350                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      400                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      500                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      600                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      700                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      800                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      850                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      900                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      925                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      950                instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
6                  32                 isobaricInhPa      1000               instant            Fraction of cloud cover  cc                 Fraction of cloud cover  Numeric            248               
7                  6                  unknown            0                  instant            Convective Available Potential Energy instantaneous  CAPE_INS           Convective available potential energy  J/kg               85001160          
16                 4                  heightAboveGround  500                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  heightAboveGround  750                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  heightAboveGround  1000               instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  heightAboveGround  1500               instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  heightAboveGround  2000               instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  heightAboveGround  2500               instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  heightAboveGround  3000               instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  isobaricInhPa      700                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  isobaricInhPa      800                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  isobaricInhPa      850                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  isobaricInhPa      900                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  isobaricInhPa      925                instant            unknown            unknown            Reflectivity       dB                 0                 
16                 4                  surface            0                  instant            unknown            unknown            Reflectivity       dB                 0                 
16                 192                heightAboveGround  500                instant            unknown            unknown            192                192                0                 
16                 192                heightAboveGround  750                instant            unknown            unknown            192                192                0                 
16                 192                heightAboveGround  1000               instant            unknown            unknown            192                192                0                 
16                 192                heightAboveGround  1500               instant            unknown            unknown            192                192                0                 
16                 192                heightAboveGround  2000               instant            unknown            unknown            192                192                0                 
16                 192                heightAboveGround  2500               instant            unknown            unknown            192                192                0                 
16                 192                heightAboveGround  3000               instant            unknown            unknown            192                192                0                 
16                 192                isobaricInhPa      700                instant            unknown            unknown            192                192                0                 
16                 192                isobaricInhPa      800                instant            unknown            unknown            192                192                0                 
16                 192                isobaricInhPa      850                instant            unknown            unknown            192                192                0                 
16                 192                isobaricInhPa      900                instant            unknown            unknown            192                192                0                 
16                 192                isobaricInhPa      925                instant            unknown            unknown            192                192                0                 
16                 193                surface            0                  instant            unknown            unknown            193                193                0                 
19                 0                  surface            0                  min                Visibility         vis                Visibility         m                  3020              
19                 11                 heightAboveGround  20                 instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  50                 instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  100                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  250                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  500                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  750                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  1000               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  1250               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  1500               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  2000               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  2500               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 heightAboveGround  3000               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      400                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      500                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      600                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      700                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      800                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      850                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      900                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      925                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      950                instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 11                 isobaricInhPa      1000               instant            Turbulent kinetic energy  tke                Turbulent kinetic energy  J/kg               260155            
19                 201                surface            0                  min                unknown            unknown            201                201                0                 
